match_id,match_date,team,opponent,venue,player,runs,balls,wickets,balls_bowled,runs_conceded,is_winner
sample_20200923_0003,2020-09-23,Gujarat Titans,Sunrisers Hyderabad,MA Chidambaram Stadium,Rashid Khan,32.01,23.11,0.0,0.0,0.0,0
sample_20200923_0003,2020-09-23,Sunrisers Hyderabad,Gujarat Titans,MA Chidambaram Stadium,Pat Cummins,32.4,20.61,1.05,28.66,32.75,1
sample_20200923_0003,2020-09-23,Sunrisers Hyderabad,Gujarat Titans,MA Chidambaram Stadium,Travis Head,43.82,34.09,0.26,15.75,26.02,1
sample_20200923_0003,2020-09-23,Sunrisers Hyderabad,Gujarat Titans,MA Chidambaram Stadium,Abhishek Sharma,4.06,2.85,1.9,20.67,33.12,1
sample_20200923_0003,2020-09-23,Sunrisers Hyderabad,Gujarat Titans,MA Chidambaram Stadium,Aiden Markram,21.47,17.51,0.41,26.11,28.93,1
sample_20200923_0003,2020-09-23,Sunrisers Hyderabad,Gujarat Titans,MA Chidambaram Stadium,Heinrich Klaasen,8.72,4.85,2.17,25.9,27.43,1
sample_20200923_0003,2020-09-23,Sunrisers Hyderabad,Gujarat Titans,MA Chidambaram Stadium,Nitish Kumar Reddy,37.44,36.54,0.0,0.0,0.0,1
sample_20200924_0004,2020-09-24,Punjab Kings,Chennai Super Kings,Wankhede Stadium,Shikhar Dhawan,0.37,1.0,3.83,32.83,10.33,1
sample_20200924_0004,2020-09-24,Punjab Kings,Chennai Super Kings,Wankhede Stadium,Jonny Bairstow,72.34,44.85,1.69,25.78,32.28,1
sample_20200924_0004,2020-09-24,Punjab Kings,Chennai Super Kings,Wankhede Stadium,Liam Livingstone,0.0,1.0,2.15,34.36,20.66,1
sample_20200924_0004,2020-09-24,Punjab Kings,Chennai Super Kings,Wankhede Stadium,Sam Curran,10.16,10.62,1.2,23.63,25.47,1
sample_20200924_0004,2020-09-24,Punjab Kings,Chennai Super Kings,Wankhede Stadium,Jitesh Sharma,28.49,22.92,0.62,27.5,53.32,1
sample_20200924_0004,2020-09-24,Punjab Kings,Chennai Super Kings,Wankhede Stadium,Shashank Singh,66.54,37.04,0.0,0.0,0.0,1
sample_20200924_0004,2020-09-24,Chennai Super Kings,Punjab Kings,Wankhede Stadium,Ruturaj Gaikwad,12.49,9.08,0.73,28.51,50.41,0
sample_20200924_0004,2020-09-24,Chennai Super Kings,Punjab Kings,Wankhede Stadium,Devon Conway,61.38,34.6,0.59,23.6,20.48,0
sample_20200924_0004,2020-09-24,Chennai Super Kings,Punjab Kings,Wankhede Stadium,Ajinkya Rahane,41.57,24.82,1.29,27.83,25.21,0
sample_20200924_0004,2020-09-24,Chennai Super Kings,Punjab Kings,Wankhede Stadium,Shivam Dube,15.35,16.87,0.2,16.7,25.49,0
sample_20200924_0004,2020-09-24,Chennai Super Kings,Punjab Kings,Wankhede Stadium,Ravindra Jadeja,25.52,16.48,2.88,27.65,9.29,0
sample_20200924_0004,2020-09-24,Chennai Super Kings,Punjab Kings,Wankhede Stadium,MS Dhoni,4.23,2.79,0.0,0.0,0.0,0
sample_20200925_0005,2020-09-25,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,KL Rahul,0.31,1.0,3.11,23.08,32.83,0
sample_20200925_0005,2020-09-25,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,Quinton de Kock,21.81,20.92,0.0,23.25,43.81,0
sample_20200925_0005,2020-09-25,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,Nicholas Pooran,6.65,7.37,1.07,25.21,37.44,0
sample_20200925_0005,2020-09-25,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,Marcus Stoinis,64.62,41.69,4.02,29.14,37.42,0
sample_20200925_0005,2020-09-25,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,Deepak Hooda,9.71,6.28,1.41,22.77,8.96,0
sample_20200925_0005,2020-09-25,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,Krunal Pandya,48.14,27.13,0.0,0.0,0.0,0
sample_20200925_0005,2020-09-25,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Sanju Samson,39.3,24.78,0.93,21.17,40.19,1
sample_20200925_0005,2020-09-25,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Yashasvi Jaiswal,3.04,2.24,0.24,28.56,37.89,1
sample_20200925_0005,2020-09-25,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Jos Buttler,12.27,12.32,0.73,22.92,37.57,1
sample_20200925_0005,2020-09-25,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Riyan Parag,28.21,19.29,2.1,27.13,32.94,1
sample_20200925_0005,2020-09-25,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Shimron Hetmyer,41.57,25.08,0.98,12.04,22.64,1
sample_20200925_0005,2020-09-25,Rajasthan Royals,Lucknow Super Giants,Arun Jaitley Stadium,Ravichandran Ashwin,46.18,34.03,0.0,0.0,0.0,1
sample_20200926_0006,2020-09-26,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Shreyas Iyer,59.91,41.63,2.15,28.82,49.41,1
sample_20200926_0006,2020-09-26,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Sunil Narine,40.87,30.5,2.3,17.76,36.95,1
sample_20200926_0006,2020-09-26,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Andre Russell,1.87,1.87,0.63,29.57,26.15,1
sample_20200926_0006,2020-09-26,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Rinku Singh,21.1,17.2,0.0,20.07,36.48,1
sample_20200926_0006,2020-09-26,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Venkatesh Iyer,11.55,6.46,1.22,26.17,45.41,1
sample_20200926_0006,2020-09-26,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Phil Salt,11.84,7.28,0.0,0.0,0.0,1
sample_20200926_0006,2020-09-26,Royal Challengers Bengaluru,Kolkata Knight Riders,M Chinnaswamy Stadium,Virat Kohli,69.03,61.88,4.11,26.0,30.54,0
sample_20200926_0006,2020-09-26,Royal Challengers Bengaluru,Kolkata Knight Riders,M Chinnaswamy Stadium,Faf du Plessis,7.16,6.41,2.27,14.46,10.07,0
sample_20200926_0006,2020-09-26,Royal Challengers Bengaluru,Kolkata Knight Riders,M Chinnaswamy Stadium,Glenn Maxwell,5.54,3.93,0.45,22.24,50.17,0
sample_20200926_0006,2020-09-26,Royal Challengers Bengaluru,Kolkata Knight Riders,M Chinnaswamy Stadium,Rajat Patidar,26.24,27.03,0.0,26.09,26.73,0
sample_20200926_0006,2020-09-26,Royal Challengers Bengaluru,Kolkata Knight Riders,M Chinnaswamy Stadium,Cameron Green,0.27,1.0,0.34,27.72,27.41,0
sample_20200926_0006,2020-09-26,Royal Challengers Bengaluru,Kolkata Knight Riders,M Chinnaswamy Stadium,Dinesh Karthik,54.4,33.28,0.0,0.0,0.0,0
sample_20200927_0007,2020-09-27,Lucknow Super Giants,Royal Challengers Bengaluru,MA Chidambaram Stadium,KL Rahul,5.42,4.76,3.19,26.72,26.51,1
sample_20200927_0007,2020-09-27,Lucknow Super Giants,Royal Challengers Bengaluru,MA Chidambaram Stadium,Quinton de Kock,25.42,15.08,1.23,21.99,9.69,1
sample_20200927_0007,2020-09-27,Lucknow Super Giants,Royal Challengers Bengaluru,MA Chidambaram Stadium,Nicholas Pooran,3.04,2.37,0.96,29.37,22.41,1
sample_20200927_0007,2020-09-27,Lucknow Super Giants,Royal Challengers Bengaluru,MA Chidambaram Stadium,Marcus Stoinis,8.99,8.25,0.0,20.74,53.8,1
sample_20200927_0007,2020-09-27,Lucknow Super Giants,Royal Challengers Bengaluru,MA Chidambaram Stadium,Deepak Hooda,88.73,64.05,4.17,26.79,13.99,1
sample_20200927_0007,2020-09-27,Lucknow Super Giants,Royal Challengers Bengaluru,MA Chidambaram Stadium,Krunal Pandya,10.17,6.53,0.0,0.0,0.0,1
sample_20200927_0007,2020-09-27,Royal Challengers Bengaluru,Lucknow Super Giants,MA Chidambaram Stadium,Virat Kohli,88.74,82.09,1.0,25.55,45.05,0
sample_20200927_0007,2020-09-27,Royal Challengers Bengaluru,Lucknow Super Giants,MA Chidambaram Stadium,Faf du Plessis,0.0,1.0,1.94,21.31,33.92,0
sample_20200927_0007,2020-09-27,Royal Challengers Bengaluru,Lucknow Super Giants,MA Chidambaram Stadium,Glenn Maxwell,11.27,6.28,1.5,20.77,40.88,0
sample_20200927_0007,2020-09-27,Royal Challengers Bengaluru,Lucknow Super Giants,MA Chidambaram Stadium,Rajat Patidar,1.02,1.0,1.85,13.88,21.14,0
sample_20200927_0007,2020-09-27,Royal Challengers Bengaluru,Lucknow Super Giants,MA Chidambaram Stadium,Cameron Green,16.43,12.69,2.37,22.48,27.81,0
sample_20200927_0007,2020-09-27,Royal Challengers Bengaluru,Lucknow Super Giants,MA Chidambaram Stadium,Dinesh Karthik,20.64,15.11,0.0,0.0,0.0,0
sample_20200928_0008,2020-09-28,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Ruturaj Gaikwad,17.56,19.11,1.12,28.44,31.8,1
sample_20200928_0008,2020-09-28,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Devon Conway,11.85,8.47,0.4,25.13,18.92,1
sample_20200928_0008,2020-09-28,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Ajinkya Rahane,38.52,26.94,1.46,18.6,35.3,1
sample_20200928_0008,2020-09-28,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Shivam Dube,43.21,47.67,4.67,31.49,30.87,1
sample_20200928_0008,2020-09-28,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Ravindra Jadeja,19.15,12.46,0.0,17.06,30.46,1
sample_20200928_0008,2020-09-28,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,MS Dhoni,22.11,23.2,0.0,0.0,0.0,1
sample_20200928_0008,2020-09-28,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Shreyas Iyer,0.0,1.0,3.25,21.46,27.59,0
sample_20200928_0008,2020-09-28,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Sunil Narine,33.49,36.08,0.76,13.35,37.95,0
sample_20200928_0008,2020-09-28,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Andre Russell,21.07,17.6,1.65,20.23,26.43,0
sample_20200928_0008,2020-09-28,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Rinku Singh,30.89,22.67,1.0,26.69,15.94,0
sample_20200928_0008,2020-09-28,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Venkatesh Iyer,63.63,55.3,0.33,25.41,18.56,0
sample_20200928_0008,2020-09-28,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Phil Salt,18.22,13.63,0.0,0.0,0.0,0
sample_20200929_0009,2020-09-29,Lucknow Super Giants,Royal Challengers Bengaluru,Arun Jaitley Stadium,KL Rahul,15.48,9.64,3.36,21.57,8.03,1
sample_20200929_0009,2020-09-29,Lucknow Super Giants,Royal Challengers Bengaluru,Arun Jaitley Stadium,Quinton de Kock,42.61,26.19,1.36,22.86,16.27,1
sample_20200929_0009,2020-09-29,Lucknow Super Giants,Royal Challengers Bengaluru,Arun Jaitley Stadium,Nicholas Pooran,2.81,2.62,2.55,15.03,34.39,1
sample_20200929_0009,2020-09-29,Lucknow Super Giants,Royal Challengers Bengaluru,Arun Jaitley Stadium,Marcus Stoinis,49.2,49.83,0.22,21.98,25.98,1
sample_20200929_0009,2020-09-29,Lucknow Super Giants,Royal Challengers Bengaluru,Arun Jaitley Stadium,Deepak Hooda,41.28,32.05,0.88,24.99,23.5,1
sample_20200929_0009,2020-09-29,Lucknow Super Giants,Royal Challengers Bengaluru,Arun Jaitley Stadium,Krunal Pandya,11.2,8.74,0.0,0.0,0.0,1
sample_20200929_0009,2020-09-29,Royal Challengers Bengaluru,Lucknow Super Giants,Arun Jaitley Stadium,Virat Kohli,23.69,17.95,2.11,23.51,10.14,0
sample_20200929_0009,2020-09-29,Royal Challengers Bengaluru,Lucknow Super Giants,Arun Jaitley Stadium,Faf du Plessis,26.98,17.34,0.54,20.86,1.55,0
sample_20200929_0009,2020-09-29,Royal Challengers Bengaluru,Lucknow Super Giants,Arun Jaitley Stadium,Glenn Maxwell,31.25,20.75,0.36,19.72,14.03,0
sample_20200929_0009,2020-09-29,Royal Challengers Bengaluru,Lucknow Super Giants,Arun Jaitley Stadium,Rajat Patidar,19.27,10.79,1.69,38.3,31.4,0
sample_20200929_0009,2020-09-29,Royal Challengers Bengaluru,Lucknow Super Giants,Arun Jaitley Stadium,Cameron Green,6.25,6.33,0.48,28.9,33.45,0
sample_20200929_0009,2020-09-29,Royal Challengers Bengaluru,Lucknow Super Giants,Arun Jaitley Stadium,Dinesh Karthik,31.52,24.97,0.0,0.0,0.0,0
sample_20200930_0010,2020-09-30,Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadium,Pat Cummins,21.81,15.77,0.32,17.82,30.63,0
sample_20200930_0010,2020-09-30,Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadium,Travis Head,41.31,40.26,5.34,18.54,36.79,0
sample_20200930_0010,2020-09-30,Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadium,Abhishek Sharma,6.05,5.68,0.4,23.92,38.22,0
sample_20200930_0010,2020-09-30,Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadium,Aiden Markram,12.49,9.49,1.28,22.74,19.04,0
sample_20200930_0010,2020-09-30,Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadium,Heinrich Klaasen,0.0,1.0,1.7,21.89,20.98,0
sample_20200930_0010,2020-09-30,Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadium,Nitish Kumar Reddy,77.37,79.94,0.0,0.0,0.0,0
sample_20200930_0010,2020-09-30,Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,Ruturaj Gaikwad,5.63,3.46,0.53,25.67,34.58,1
sample_20200930_0010,2020-09-30,Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,Devon Conway,17.41,10.42,0.31,14.28,10.53,1
sample_20200930_0010,2020-09-30,Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,Ajinkya Rahane,56.49,57.17,3.46,17.88,14.4,1
sample_20200930_0010,2020-09-30,Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,Shivam Dube,13.59,9.14,1.3,34.79,38.16,1
sample_20200930_0010,2020-09-30,Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,Ravindra Jadeja,15.01,10.83,0.0,24.07,30.01,1
sample_20200930_0010,2020-09-30,Chennai Super Kings,Sunrisers Hyderabad,MA Chidambaram Stadium,MS Dhoni,61.04,66.83,0.0,0.0,0.0,1
sample_20201001_0011,2020-10-01,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Ruturaj Gaikwad,99.09,74.33,0.54,32.16,41.55,1
sample_20201001_0011,2020-10-01,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Devon Conway,43.02,25.63,0.64,25.22,28.07,1
sample_20201001_0011,2020-10-01,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Ajinkya Rahane,27.06,15.8,0.06,16.18,38.49,1
sample_20201001_0011,2020-10-01,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Shivam Dube,18.28,17.44,1.05,29.37,39.11,1
sample_20201001_0011,2020-10-01,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Ravindra Jadeja,13.74,15.23,6.8,22.78,28.18,1
sample_20201001_0011,2020-10-01,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,MS Dhoni,7.6,6.07,0.0,0.0,0.0,1
sample_20201001_0011,2020-10-01,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Shreyas Iyer,0.95,1.0,2.39,26.28,48.67,0
sample_20201001_0011,2020-10-01,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Sunil Narine,102.09,63.54,0.1,16.53,32.61,0
sample_20201001_0011,2020-10-01,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Andre Russell,8.02,6.94,0.37,20.53,38.33,0
sample_20201001_0011,2020-10-01,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Rinku Singh,11.9,7.79,0.0,25.87,31.78,0
sample_20201001_0011,2020-10-01,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Venkatesh Iyer,53.25,34.19,5.04,17.16,30.99,0
sample_20201001_0011,2020-10-01,Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Phil Salt,8.44,5.26,0.0,0.0,0.0,0
sample_20201002_0012,2020-10-02,Punjab Kings,Royal Challengers Bengaluru,MA Chidambaram Stadium,Shikhar Dhawan,29.71,16.77,1.35,35.43,23.96,0
sample_20201002_0012,2020-10-02,Punjab Kings,Royal Challengers Bengaluru,MA Chidambaram Stadium,Jonny Bairstow,50.48,35.51,0.34,24.79,27.25,0
sample_20201002_0012,2020-10-02,Punjab Kings,Royal Challengers Bengaluru,MA Chidambaram Stadium,Liam Livingstone,26.38,19.0,0.73,19.76,33.29,0
sample_20201002_0012,2020-10-02,Punjab Kings,Royal Challengers Bengaluru,MA Chidambaram Stadium,Sam Curran,27.61,17.55,0.09,29.45,23.91,0
sample_20201002_0012,2020-10-02,Punjab Kings,Royal Challengers Bengaluru,MA Chidambaram Stadium,Jitesh Sharma,7.59,7.98,0.47,26.02,27.85,0
sample_20201002_0012,2020-10-02,Punjab Kings,Royal Challengers Bengaluru,MA Chidambaram Stadium,Shashank Singh,0.0,1.0,0.0,0.0,0.0,0
sample_20201002_0012,2020-10-02,Royal Challengers Bengaluru,Punjab Kings,MA Chidambaram Stadium,Virat Kohli,0.0,1.0,0.74,24.38,5.08,1
sample_20201002_0012,2020-10-02,Royal Challengers Bengaluru,Punjab Kings,MA Chidambaram Stadium,Faf du Plessis,0.0,1.0,0.8,22.67,22.97,1
sample_20201002_0012,2020-10-02,Royal Challengers Bengaluru,Punjab Kings,MA Chidambaram Stadium,Glenn Maxwell,57.34,55.05,3.09,29.69,12.89,1
sample_20201002_0012,2020-10-02,Royal Challengers Bengaluru,Punjab Kings,MA Chidambaram Stadium,Rajat Patidar,19.56,11.08,1.31,25.73,36.45,1
sample_20201002_0012,2020-10-02,Royal Challengers Bengaluru,Punjab Kings,MA Chidambaram Stadium,Cameron Green,28.94,29.77,0.0,13.78,15.67,1
sample_20201002_0012,2020-10-02,Royal Challengers Bengaluru,Punjab Kings,MA Chidambaram Stadium,Dinesh Karthik,0.0,1.0,0.0,0.0,0.0,1
sample_20201003_0013,2020-10-03,Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,Shubman Gill,55.53,55.09,0.26,19.49,40.17,1
sample_20201003_0013,2020-10-03,Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,Wriddhiman Saha,12.63,7.42,1.62,29.92,47.78,1
sample_20201003_0013,2020-10-03,Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,Sai Sudharsan,22.86,20.38,0.72,32.18,17.39,1
sample_20201003_0013,2020-10-03,Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,David Miller,13.6,9.48,2.58,24.72,30.49,1
sample_20201003_0013,2020-10-03,Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,Rahul Tewatia,26.06,17.88,0.77,22.98,40.34,1
sample_20201003_0013,2020-10-03,Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,Rashid Khan,55.7,43.61,0.0,0.0,0.0,1
sample_20201003_0013,2020-10-03,Chennai Super Kings,Gujarat Titans,Arun Jaitley Stadium,Ruturaj Gaikwad,21.06,14.78,0.89,25.74,30.04,0
sample_20201003_0013,2020-10-03,Chennai Super Kings,Gujarat Titans,Arun Jaitley Stadium,Devon Conway,2.88,2.1,0.0,26.3,0.0,0
sample_20201003_0013,2020-10-03,Chennai Super Kings,Gujarat Titans,Arun Jaitley Stadium,Ajinkya Rahane,88.35,50.74,0.56,26.87,21.98,0
sample_20201003_0013,2020-10-03,Chennai Super Kings,Gujarat Titans,Arun Jaitley Stadium,Shivam Dube,5.17,4.77,3.59,21.1,56.03,0
