match_id,match_date,tournament,team_a,team_b,venue,batting_team,bowling_team,target_score,actual_first_innings_score,target_team_a_score,target_team_b_score,target_winner_team_a,team_a_avg_runs_last_5,team_a_avg_runs_last_10,team_a_avg_wickets_last_5,team_a_run_rate_trend,team_b_avg_runs_last_5,team_b_avg_runs_last_10,team_b_avg_wickets_last_5,team_b_run_rate_trend,team_a_win_rate_vs_b,avg_score_team_a_vs_b,avg_score_team_b_vs_a,venue_avg_score,venue_chase_success_rate,venue_defend_bias,team_a_runs_vs_opponent_avg,team_b_runs_vs_opponent_avg,batting_first,team_a_bats_first,team_b_bats_first,team_a_chase_success_rate,team_b_chase_success_rate,team_a_defend_success_rate,team_b_defend_success_rate,chase_defend_edge_team_a_first,chase_defend_edge_team_b_first,venue_batting_first_advantage,recent_form_diff,recent_run_rate_diff,head_to_head_win_diff,wickets_taken_diff
sample_20200930_0010,2020-09-30,IPL,Sunrisers Hyderabad,Chennai Super Kings,MA Chidambaram Stadium,Sunrisers Hyderabad,Chennai Super Kings,156.0,156.0,156.0,165.0,0.0,155.0,155.0,4.0,0.0,171.33333333333334,171.33333333333334,8.666666666666666,0.0,0.5,170.70357142857142,170.70357142857142,149.83333333333334,1.0,1.0,-35.33333333333334,10.833333333333343,1.0,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,-1.0,-16.333333333333343,0.0,0.0,-0.33333333333333304
sample_20201001_0011,2020-10-01,IPL,Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Chennai Super Kings,Kolkata Knight Riders,195.0,195.0,195.0,179.0,1.0,169.75,169.75,8.75,0.0,162.5,162.5,7.5,0.0,1.0,167.0,164.0,152.5,1.0,1.0,9.25,-19.25,1.0,1.0,0.0,0.6666666666666666,0.5,0.0,0.5,0.5,0.16666666666666663,-1.0,7.25,0.0,1.0,-1.0
sample_20201002_0012,2020-10-02,IPL,Punjab Kings,Royal Challengers Bengaluru,MA Chidambaram Stadium,Royal Challengers Bengaluru,Punjab Kings,120.0,120.0,118.0,120.0,0.0,180.0,180.0,5.0,0.0,171.2,171.2,7.0,0.0,0.5,170.70357142857142,170.70357142857142,159.4,0.8,0.6,17.599999999999994,10.199999999999989,0.0,0.0,1.0,0.5,0.6666666666666666,1.0,0.0,-0.33333333333333337,0.5,-0.6,8.800000000000011,0.0,0.0,1.0
sample_20201003_0013,2020-10-03,IPL,Gujarat Titans,Chennai Super Kings,Arun Jaitley Stadium,Chennai Super Kings,Gujarat Titans,168.0,168.0,181.0,168.0,1.0,131.0,131.0,6.0,0.0,174.8,174.8,8.6,0.0,0.5,170.70357142857142,170.70357142857142,149.0,0.5,-0.0,-50.19999999999999,32.80000000000001,0.0,0.0,1.0,0.5,0.6666666666666666,0.0,0.5,0.6666666666666666,0.0,0.0,-43.80000000000001,0.0,0.0,-2.4000000000000004
sample_20201004_0014,2020-10-04,IPL,Delhi Capitals,Royal Challengers Bengaluru,Arun Jaitley Stadium,Delhi Capitals,Royal Challengers Bengaluru,187.0,187.0,187.0,181.0,1.0,180.0,180.0,8.0,0.0,156.8,162.66666666666666,7.0,-5.866666666666646,0.0,180.0,192.0,157.5,0.6666666666666666,0.33333333333333337,30.0,-35.19999999999999,1.0,1.0,0.0,0.5,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.16666666666666669,-0.33333333333333337,23.19999999999999,5.866666666666646,-1.0,-4.6
sample_20201005_0015,2020-10-05,IPL,Sunrisers Hyderabad,Rajasthan Royals,MA Chidambaram Stadium,Sunrisers Hyderabad,Rajasthan Royals,170.0,170.0,170.0,167.0,1.0,155.33333333333334,155.33333333333334,4.333333333333333,0.0,184.0,184.0,7.5,0.0,0.0,168.0,190.0,152.66666666666666,0.6666666666666666,0.33333333333333337,-1.1666666666666572,22.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,0.5,-0.5,-0.33333333333333337,-28.666666666666657,0.0,-1.0,2.5
sample_20201006_0016,2020-10-06,IPL,Rajasthan Royals,Gujarat Titans,Narendra Modi Stadium,Gujarat Titans,Rajasthan Royals,144.0,144.0,121.0,144.0,0.0,178.33333333333334,178.33333333333334,7.666666666666667,0.0,156.0,156.0,5.5,0.0,0.5,170.70357142857142,170.70357142857142,192.75,0.5,-0.0,23.333333333333343,-5.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22.333333333333343,0.0,0.0,-0.33333333333333304
sample_20201007_0017,2020-10-07,IPL,Rajasthan Royals,Royal Challengers Bengaluru,Arun Jaitley Stadium,Rajasthan Royals,Royal Challengers Bengaluru,167.0,167.0,167.0,140.0,1.0,164.0,164.0,7.0,0.0,147.6,165.28571428571428,6.6,-17.685714285714283,0.5,170.70357142857142,170.70357142857142,164.125,0.5,-0.0,13.800000000000011,-9.150000000000006,1.0,1.0,0.0,0.0,0.5,1.0,0.3333333333333333,-0.5,-0.3333333333333333,0.0,16.400000000000006,17.685714285714283,0.0,-0.9000000000000004
sample_20201008_0018,2020-10-08,IPL,Mumbai Indians,Sunrisers Hyderabad,MA Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,189.0,189.0,189.0,202.0,0.0,170.70357142857142,170.70357142857142,7.0,0.0,159.0,159.0,4.5,0.0,0.5,170.70357142857142,170.70357142857142,154.92857142857142,0.5714285714285714,0.1428571428571429,7.453571428571422,-11.703571428571422,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,-0.1428571428571429,11.703571428571422,0.0,0.0,-0.25
sample_20201009_0019,2020-10-09,IPL,Sunrisers Hyderabad,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,Sunrisers Hyderabad,188.0,188.0,192.0,188.0,1.0,167.6,167.6,5.0,0.0,183.5,183.5,6.0,0.0,0.5,170.70357142857142,170.70357142857142,162.0,0.4,-0.19999999999999996,-18.900000000000006,15.099999999999994,0.0,0.0,1.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.16666666666666663,0.19999999999999996,-15.900000000000006,0.0,0.0,2.8
sample_20201010_0020,2020-10-10,IPL,Delhi Capitals,Sunrisers Hyderabad,M Chinnaswamy Stadium,Sunrisers Hyderabad,Delhi Capitals,215.0,215.0,169.0,215.0,0.0,185.0,185.0,5.666666666666667,0.0,172.4,171.66666666666666,5.6,0.7333333333333485,0.0,188.0,192.0,171.75,0.5,-0.0,17.0,-15.933333333333337,0.0,0.0,1.0,0.5,0.75,0.3333333333333333,0.5,0.4166666666666667,0.0,0.0,12.599999999999994,-0.7333333333333485,-1.0,-1.5999999999999996
sample_20201011_0021,2020-10-11,IPL,Sunrisers Hyderabad,Gujarat Titans,Eden Gardens,Gujarat Titans,Sunrisers Hyderabad,164.0,164.0,157.0,164.0,0.0,187.0,177.85714285714286,6.6,9.142857142857139,152.0,152.0,6.333333333333333,0.0,1.0,142.0,131.0,170.70357142857142,0.5,-0.0,43.33333333333334,-23.599999999999994,0.0,0.0,1.0,0.75,1.0,0.6666666666666666,0.5,0.33333333333333337,0.25,0.0,35.0,9.142857142857139,1.0,1.5999999999999996
sample_20201012_0022,2020-10-12,IPL,Sunrisers Hyderabad,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,Sunrisers Hyderabad,179.0,179.0,147.0,179.0,0.0,187.2,175.25,7.0,11.949999999999989,155.0,155.0,6.0,0.0,0.5,149.5,147.5,166.66666666666666,0.5,-0.0,40.19999999999999,-20.400000000000006,0.0,0.0,1.0,0.6,1.0,0.6666666666666666,0.6666666666666666,0.33333333333333337,-0.06666666666666665,0.0,32.19999999999999,11.949999999999989,0.0,0.2999999999999998
sample_20201013_0023,2020-10-13,IPL,Mumbai Indians,Rajasthan Royals,M Chinnaswamy Stadium,Rajasthan Royals,Mumbai Indians,144.0,144.0,127.0,144.0,0.0,189.0,189.0,5.0,0.0,164.6,164.6,6.8,0.0,0.5,170.70357142857142,170.70357142857142,178.5,0.3333333333333333,-0.33333333333333326,35.599999999999994,-37.400000000000006,0.0,0.0,1.0,0.5,0.0,0.0,1.0,0.0,-0.5,0.33333333333333326,24.400000000000006,0.0,0.0,1.5999999999999996
sample_20201014_0024,2020-10-14,IPL,Gujarat Titans,Sunrisers Hyderabad,Wankhede Stadium,Sunrisers Hyderabad,Gujarat Titans,193.0,193.0,174.0,193.0,0.0,159.8,159.8,6.0,0.0,182.6,172.11111111111111,6.8,10.48888888888888,0.6666666666666666,158.0,148.66666666666666,170.5,0.0,-1.0,-18.0,35.599999999999994,0.0,0.0,1.0,1.0,0.5,0.75,0.6666666666666666,-0.25,0.33333333333333337,1.0,-22.799999999999983,-10.48888888888888,0.33333333333333326,-0.20000000000000018
sample_20201015_0025,2020-10-15,IPL,Kolkata Knight Riders,Royal Challengers Bengaluru,Arun Jaitley Stadium,Kolkata Knight Riders,Royal Challengers Bengaluru,172.0,172.0,172.0,168.0,1.0,168.0,168.0,7.666666666666667,0.0,144.8,162.125,6.2,-17.32499999999999,1.0,161.0,154.0,166.14285714285714,0.42857142857142855,-0.1428571428571428,16.599999999999994,-27.19999999999999,1.0,1.0,0.0,0.0,0.4,0.5,0.3333333333333333,-0.09999999999999998,-0.3333333333333333,0.1428571428571428,23.19999999999999,17.32499999999999,1.0,1.333333333333333
sample_20201016_0026,2020-10-16,IPL,Sunrisers Hyderabad,Punjab Kings,Narendra Modi Stadium,Sunrisers Hyderabad,Punjab Kings,162.0,162.0,162.0,157.0,1.0,180.8,174.2,7.4,6.600000000000023,149.0,149.0,5.5,0.0,0.5,170.70357142857142,170.70357142857142,172.66666666666666,0.3333333333333333,-0.33333333333333326,40.30000000000001,-25.80000000000001,1.0,1.0,0.0,0.5,0.0,0.75,1.0,-0.75,-0.5,0.33333333333333326,31.80000000000001,6.600000000000023,0.0,-0.40000000000000036
sample_20201017_0027,2020-10-17,IPL,Rajasthan Royals,Sunrisers Hyderabad,M Chinnaswamy Stadium,Rajasthan Royals,Sunrisers Hyderabad,193.0,193.0,193.0,187.0,1.0,155.4,161.16666666666666,7.2,-5.7666666666666515,174.8,173.6,7.2,1.200000000000017,0.5,178.5,169.0,167.75,0.25,-0.5,-13.199999999999989,29.600000000000023,1.0,1.0,0.0,0.0,0.5,1.0,0.8,-0.5,-0.8,0.5,-19.400000000000006,-6.966666666666669,0.0,0.20000000000000018
sample_20201018_0028,2020-10-18,IPL,Mumbai Indians,Delhi Capitals,Eden Gardens,Delhi Capitals,Mumbai Indians,206.0,206.0,228.0,206.0,1.0,158.0,158.0,5.5,0.0,181.0,181.0,5.75,0.0,0.5,170.70357142857142,170.70357142857142,160.5,0.0,-1.0,-37.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,-0.3333333333333333,1.0,-23.0,0.0,0.0,1.5
sample_20201019_0029,2020-10-19,IPL,Delhi Capitals,Royal Challengers Bengaluru,Eden Gardens,Delhi Capitals,Royal Challengers Bengaluru,195.0,195.0,195.0,171.0,1.0,186.0,186.0,5.4,0.0,149.0,162.77777777777777,5.4,-13.777777777777771,0.5,183.5,186.5,188.75,0.5,-0.0,29.80000000000001,-52.599999999999994,1.0,1.0,0.0,0.0,0.3333333333333333,0.25,0.3333333333333333,0.08333333333333331,-0.3333333333333333,0.0,37.0,13.777777777777771,0.0,0.5999999999999996
sample_20201020_0030,2020-10-20,IPL,Rajasthan Royals,Delhi Capitals,M Chinnaswamy Stadium,Delhi Capitals,Rajasthan Royals,179.0,179.0,147.0,179.0,0.0,158.4,165.71428571428572,6.8,-7.314285714285717,189.0,187.5,5.2,1.5,0.5,170.70357142857142,170.70357142857142,172.2,0.2,-0.6000000000000001,-39.0,35.400000000000006,0.0,0.0,1.0,0.0,0.0,1.0,0.4,-1.0,-0.4,0.6000000000000001,-30.599999999999994,-8.814285714285717,0.0,-0.7999999999999998
sample_20201021_0031,2020-10-21,IPL,Royal Challengers Bengaluru,Punjab Kings,Arun Jaitley Stadium,Royal Challengers Bengaluru,Punjab Kings,173.0,173.0,173.0,169.0,1.0,156.0,163.6,5.6,-7.599999999999994,151.66666666666666,151.66666666666666,5.333333333333333,0.0,1.0,120.0,118.0,166.625,0.375,-0.25,8.333333333333343,-16.133333333333354,1.0,1.0,0.0,0.2857142857142857,0.0,0.3333333333333333,1.0,-0.3333333333333333,-0.7142857142857143,0.25,4.333333333333343,-7.599999999999994,1.0,-0.20000000000000018
sample_20201022_0032,2020-10-22,IPL,Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,Delhi Capitals,Gujarat Titans,194.0,194.0,194.0,185.0,1.0,187.4,186.28571428571428,5.2,1.114285714285728,168.4,162.16666666666666,6.0,6.2333333333333485,0.5,170.70357142857142,170.70357142857142,167.11111111111111,0.3333333333333333,-0.33333333333333326,30.200000000000017,-22.19999999999999,1.0,1.0,0.0,0.0,0.5,0.5,0.75,0.0,-0.75,0.33333333333333326,19.0,-5.11904761904762,0.0,1.0
sample_20201023_0033,2020-10-23,IPL,Chennai Super Kings,Lucknow Super Giants,Arun Jaitley Stadium,Lucknow Super Giants,Chennai Super Kings,135.0,135.0,124.0,135.0,0.0,171.2,173.66666666666666,7.8,-2.4666666666666686,143.33333333333334,143.33333333333334,6.333333333333333,0.0,0.5,170.70357142857142,170.70357142857142,169.35,0.3,-0.3999999999999999,17.53333333333333,-28.666666666666657,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666663,0.3999999999999999,27.866666666666646,-2.4666666666666686,0.0,-3.0
sample_20201024_0034,2020-10-24,IPL,Lucknow Super Giants,Punjab Kings,Eden Gardens,Lucknow Super Giants,Punjab Kings,158.0,158.0,158.0,145.0,1.0,141.25,141.25,7.25,0.0,156.0,156.0,5.5,0.0,0.5,170.70357142857142,170.70357142857142,186.83333333333334,0.3333333333333333,-0.33333333333333326,-12.75,9.75,1.0,1.0,0.0,0.6666666666666666,0.0,1.0,1.0,-1.0,-0.33333333333333337,0.33333333333333326,-14.75,0.0,0.0,0.75
sample_20201025_0035,2020-10-25,IPL,Sunrisers Hyderabad,Rajasthan Royals,M Chinnaswamy Stadium,Sunrisers Hyderabad,Rajasthan Royals,174.0,174.0,174.0,181.0,0.0,169.2,178.1,7.0,-8.900000000000006,154.4,163.375,6.4,-8.974999999999994,0.3333333333333333,175.0,183.33333333333334,170.66666666666666,0.16666666666666666,-0.6666666666666667,13.799999999999983,-19.0,1.0,1.0,0.0,0.42857142857142855,0.0,0.8,1.0,-0.8,-0.5714285714285714,0.6666666666666667,14.799999999999983,0.07499999999998863,-0.33333333333333337,-0.40000000000000036
sample_20201026_0036,2020-10-26,IPL,Delhi Capitals,Kolkata Knight Riders,M Chinnaswamy Stadium,Delhi Capitals,Kolkata Knight Riders,191.0,191.0,191.0,201.0,0.0,188.6,187.25,5.6,1.3499999999999943,169.0,169.0,7.25,0.0,0.5,170.70357142857142,170.70357142857142,171.64285714285714,0.2857142857142857,-0.4285714285714286,17.599999999999994,-20.19999999999999,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.6666666666666666,-0.5714285714285714,-0.6666666666666666,0.4285714285714286,19.599999999999994,1.3499999999999943,0.0,0.5999999999999996
sample_20201027_0037,2020-10-27,IPL,Royal Challengers Bengaluru,Kolkata Knight Riders,MA Chidambaram Stadium,Royal Challengers Bengaluru,Kolkata Knight Riders,154.0,154.0,154.0,120.0,1.0,166.6,161.7,6.8,4.900000000000006,175.4,175.4,7.6,0.0,0.0,161.0,166.5,160.0,0.625,0.25,-8.400000000000006,-2.5999999999999943,1.0,1.0,0.0,0.2857142857142857,0.5,0.5,0.6666666666666666,0.0,-0.38095238095238093,-0.25,-8.800000000000011,4.900000000000006,-1.0,-1.0
sample_20201028_0038,2020-10-28,IPL,Lucknow Super Giants,Rajasthan Royals,Arun Jaitley Stadium,Rajasthan Royals,Lucknow Super Giants,157.0,157.0,158.0,157.0,1.0,144.6,144.6,7.0,0.0,166.4,165.33333333333334,5.8,1.0666666666666629,0.0,145.0,178.0,165.72727272727272,0.2727272727272727,-0.4545454545454546,-16.80000000000001,20.400000000000006,0.0,0.0,1.0,0.6666666666666666,0.25,1.0,1.0,-0.75,-0.33333333333333337,0.4545454545454546,-21.80000000000001,-1.0666666666666629,-1.0,2.2
sample_20201029_0039,2020-10-29,IPL,Mumbai Indians,Royal Challengers Bengaluru,MA Chidambaram Stadium,Royal Challengers Bengaluru,Mumbai Indians,135.0,135.0,117.0,135.0,0.0,181.33333333333334,181.33333333333334,5.666666666666667,0.0,161.2,154.4,7.0,6.799999999999983,0.5,170.70357142857142,170.70357142857142,157.44444444444446,0.5555555555555556,0.11111111111111116,16.73333333333335,-22.80000000000001,0.0,0.0,1.0,0.5,0.2857142857142857,0.0,0.6,0.2857142857142857,-0.09999999999999998,-0.11111111111111116,20.133333333333354,-6.799999999999983,0.0,-0.06666666666666732
sample_20201030_0040,2020-10-30,IPL,Gujarat Titans,Mumbai Indians,Narendra Modi Stadium,Gujarat Titans,Mumbai Indians,159.0,159.0,159.0,148.0,1.0,169.2,165.42857142857142,6.6,3.7714285714285722,165.25,165.25,5.75,0.0,0.5,170.70357142857142,170.70357142857142,169.375,0.25,-0.5,-2.5500000000000114,2.8499999999999943,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.75,0.0,-0.4166666666666667,0.3333333333333333,0.5,3.9499999999999886,3.7714285714285722,0.0,0.8499999999999996
sample_20201031_0041,2020-10-31,IPL,Punjab Kings,Chennai Super Kings,Arun Jaitley Stadium,Chennai Super Kings,Punjab Kings,195.0,195.0,207.0,195.0,1.0,153.8,153.8,6.2,0.0,163.8,166.57142857142858,6.6,-2.7714285714285722,1.0,180.0,161.0,165.04166666666666,0.3333333333333333,-0.33333333333333326,-9.199999999999989,9.0,0.0,0.0,1.0,0.0,0.5,1.0,0.3333333333333333,-0.5,-0.3333333333333333,0.33333333333333326,-10.0,2.7714285714285722,1.0,-0.40000000000000036
sample_20201101_0042,2020-11-01,IPL,Gujarat Titans,Rajasthan Royals,Eden Gardens,Rajasthan Royals,Gujarat Titans,181.0,181.0,194.0,181.0,1.0,172.2,164.625,5.6,7.574999999999989,164.4,164.5,6.4,-0.09999999999999432,1.0,144.0,121.0,178.0,0.25,-0.5,7.199999999999989,-3.4000000000000057,0.0,0.0,1.0,0.3333333333333333,0.25,0.8,0.8333333333333334,-0.55,-0.5,0.5,7.799999999999983,7.674999999999983,1.0,1.6000000000000005
sample_20201102_0043,2020-11-02,IPL,Gujarat Titans,Mumbai Indians,Arun Jaitley Stadium,Mumbai Indians,Gujarat Titans,190.0,190.0,187.0,190.0,0.0,178.2,167.88888888888889,5.6,10.311111111111103,161.8,161.8,6.2,0.0,1.0,159.0,148.0,167.80769230769232,0.38461538461538464,-0.23076923076923084,9.0,-10.799999999999983,0.0,0.0,1.0,0.5,0.25,0.8,0.0,-0.55,0.5,0.23076923076923084,16.399999999999977,10.311111111111103,1.0,1.3999999999999995
sample_20201103_0044,2020-11-03,IPL,Chennai Super Kings,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Chennai Super Kings,Royal Challengers Bengaluru,182.0,182.0,182.0,167.0,1.0,169.4,170.125,6.2,-0.7249999999999943,160.2,152.5,6.8,7.699999999999989,0.0,186.0,227.0,174.6875,0.375,-0.25,14.800000000000011,-11.400000000000006,1.0,1.0,0.0,0.5,0.2857142857142857,0.25,0.6666666666666666,0.0357142857142857,-0.16666666666666663,0.25,9.200000000000017,-8.424999999999983,-1.0,0.7999999999999998
sample_20201104_0045,2020-11-04,IPL,Lucknow Super Giants,Punjab Kings,Eden Gardens,Lucknow Super Giants,Punjab Kings,171.0,171.0,171.0,170.0,1.0,147.2,146.83333333333334,7.0,0.3666666666666458,159.2,162.66666666666666,6.8,-3.4666666666666686,1.0,158.0,145.0,179.9,0.4,-0.19999999999999996,-14.400000000000006,17.399999999999977,1.0,1.0,0.0,0.75,0.2,1.0,1.0,-0.8,-0.25,0.19999999999999996,-12.0,3.8333333333333144,1.0,2.0
sample_20201105_0046,2020-11-05,IPL,Kolkata Knight Riders,Royal Challengers Bengaluru,M Chinnaswamy Stadium,Royal Challengers Bengaluru,Kolkata Knight Riders,187.0,187.0,190.0,187.0,1.0,167.2,166.16666666666666,7.4,1.0333333333333314,160.0,154.5,6.8,5.5,0.6666666666666666,151.0,158.66666666666666,174.66666666666666,0.3333333333333333,-0.33333333333333326,10.599999999999994,-15.0,0.0,0.0,1.0,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,-0.41666666666666663,-0.3333333333333333,0.33333333333333326,7.199999999999989,-4.466666666666669,0.33333333333333326,0.1999999999999993
sample_20201106_0047,2020-11-06,IPL,Kolkata Knight Riders,Punjab Kings,Narendra Modi Stadium,Punjab Kings,Kolkata Knight Riders,178.0,178.0,193.0,178.0,1.0,172.4,169.57142857142858,7.0,2.828571428571422,169.6,163.71428571428572,6.4,5.885714285714272,0.5,170.70357142857142,170.70357142857142,166.2,0.2,-0.6000000000000001,0.5999999999999943,-9.400000000000006,0.0,0.0,1.0,0.5,0.16666666666666666,0.6666666666666666,1.0,-0.5,-0.5,0.6000000000000001,2.8000000000000114,-3.05714285714285,0.0,-0.20000000000000018
sample_20201107_0048,2020-11-07,IPL,Gujarat Titans,Punjab Kings,MA Chidambaram Stadium,Gujarat Titans,Punjab Kings,168.0,168.0,168.0,161.0,1.0,179.8,169.8,5.6,10.0,173.8,165.5,6.8,8.300000000000011,0.5,170.70357142857142,170.70357142857142,154.3,0.5,-0.0,1.8000000000000114,-7.399999999999977,1.0,1.0,0.0,0.4,0.16666666666666666,0.8,0.5,-0.6333333333333334,-0.09999999999999998,0.0,6.0,1.6999999999999886,0.0,0.6000000000000005
